username,first_name,last_name,middle_name,email,gender,birth_date,mobile_number,department
2021-9428-MN-0,Jeaneen,Salvador ,Pineda ,jpsalvador@iskolarngbayan.pup.edu.ph,M,2004-01-07,(0917) 4878635,DCET
2021-8729-MN-0,Delontae,Martín ,Ruiz ,drmartín@iskolarngbayan.pup.edu.ph,F,2002-07-13,(0975) 5048050,AB-PHILO
2021-5893-MN-0,Derrick,Córpuz ,Palma ,dpcórpuz@iskolarngbayan.pup.edu.ph,M,2002-03-05,(0979) 8870315,BSCHEM
2021-2231-MN-0,Sherille,Zamora ,Valdez ,svzamora@iskolarngbayan.pup.edu.ph,M,2003-02-12,(0937) 2816922,BPE
2021-8434-MN-0,Angellica,Roa ,dela Cruz ,adroa@iskolarngbayan.pup.edu.ph,M,2002-11-03,(0953) 3829578,BSEd-FIL
2021-7573-MN-0,Myria,de la Cruz ,del Rosario ,mdde la cruz@iskolarngbayan.pup.edu.ph,F,2002-01-02,(0999) 6970513,BTLEd-ICT
2021-5058-MN-0,Siri,Macaraeg ,Angeles ,samacaraeg@iskolarngbayan.pup.edu.ph,F,2003-07-15,(0997) 2431699,BPA
2021-9211-MN-0,Ebonne,Roque ,Rodríguez ,erroque@iskolarngbayan.pup.edu.ph,F,2003-06-18,(0998) 5154749,BAS
2021-8074-MN-0,Denisse,Viloria ,Sy ,dsviloria@iskolarngbayan.pup.edu.ph,M,2004-05-27,(0953) 6786369,BAJ
2021-0361-MN-0,Jenipher,Vargas ,Pineda ,jpvargas@iskolarngbayan.pup.edu.ph,M,2003-07-03,(0917) 2799241,MAEd-ME
2021-8526-MN-0,Thavy,Lao ,Conde ,tclao@iskolarngbayan.pup.edu.ph,F,2004-08-13,(0916) 2603334,BSEd-ENG
2021-5683-MN-0,Khara,Dionisio ,de los Santos ,kddionisio@iskolarngbayan.pup.edu.ph,F,2004-10-20,(0964) 6747978,BAPS
2021-3637-MN-0,Jamian,Paz ,Palma ,jppaz@iskolarngbayan.pup.edu.ph,M,2004-03-20,(0906) 8383954,BSEd-SCI
2021-9465-MN-0,Lavonna,Gallego ,Geronimo ,lggallego@iskolarngbayan.pup.edu.ph,F,2003-07-31,(0945) 2229755,MLIS
2021-5999-MN-0,Kashana,Trinidad ,Abas ,katrinidad@iskolarngbayan.pup.edu.ph,M,2003-06-19,(0977) 4161752,MLIS
2021-7990-MN-0,Dagoberto,Cabrera ,Abdullah ,dacabrera@iskolarngbayan.pup.edu.ph,M,2003-07-30,(0927) 8258688,BSC
2021-2562-MN-0,Shaneen,Cortez ,de Ocampo ,sdcortez@iskolarngbayan.pup.edu.ph,F,2002-08-25,(0963) 3609716,BPEA
2021-3374-MN-0,Delores,Abella ,Castor ,dcabella@iskolarngbayan.pup.edu.ph,M,2003-02-02,(0926) 2515418,BAH
2021-9765-MN-0,Shareese,Fernández ,Valdez ,svfernández@iskolarngbayan.pup.edu.ph,F,2002-06-12,(0955) 3461340,BAJ
2021-8595-MN-0,Ladora,Calma ,Matiás ,lmcalma@iskolarngbayan.pup.edu.ph,F,2004-09-10,(0953) 1437735,DEET
2021-5379-MN-0,Loida,Andal ,Lacson ,llandal@iskolarngbayan.pup.edu.ph,F,2003-10-20,(0953) 1263978,BAS
2021-5810-MN-0,Basilio,Narciso ,Córdova ,bcnarciso@iskolarngbayan.pup.edu.ph,M,2002-09-25,(0954) 7856494,DECET
2021-7780-MN-0,Myka,Rico ,Villa ,mvrico@iskolarngbayan.pup.edu.ph,M,2002-02-24,(0955) 8635120,BAS
2021-3473-MN-0,Mathew,Lara ,Sales ,mslara@iskolarngbayan.pup.edu.ph,M,2002-04-12,(0926) 7778561,BSBAHRM
2021-9391-MN-0,Jessi,Quiambao ,Flores ,jfquiambao@iskolarngbayan.pup.edu.ph,F,2002-12-03,(0997) 6772188,MAEd-ME
2021-9301-MN-0,Christoher,Carpio ,Tolentino ,ctcarpio@iskolarngbayan.pup.edu.ph,F,2004-01-12,(0935) 4357054,BAPS
2021-2322-MN-0,Justion,Rodríguez ,Serrano ,jsrodríguez@iskolarngbayan.pup.edu.ph,M,2003-11-21,(0974) 7332536,MBE
2021-8468-MN-0,Catheryne,Nolasco ,Ismael ,cinolasco@iskolarngbayan.pup.edu.ph,M,2004-08-18,(0977) 8265658,ABF
2021-5527-MN-0,Seaira,Guzmán ,de los Santos ,sdguzmán@iskolarngbayan.pup.edu.ph,M,2002-03-09,(0998) 9288709,BPA
2021-5356-MN-0,Omolara,Santa Ana ,Urbano ,ousanta ana@iskolarngbayan.pup.edu.ph,M,2004-02-21,(0974) 6317007,BSRE
2021-9657-MN-0,Andrewjames,Castañeda ,Bustamante ,abcastañeda@iskolarngbayan.pup.edu.ph,M,2002-12-02,(0936) 3253514,ABLCS
2021-0443-MN-0,Tacia,Delima ,Miranda ,tmdelima@iskolarngbayan.pup.edu.ph,F,2004-02-14,(0965) 3712267,BLIS
2021-6458-MN-0,Shandreka,Abdul ,Juan ,sjabdul@iskolarngbayan.pup.edu.ph,M,2003-03-30,(0927) 8934599,BPEA
2021-8068-MN-0,Mystie,Manansala ,Miranda ,mmmanansala@iskolarngbayan.pup.edu.ph,F,2003-07-14,(0998) 8050515,BAIS
2021-2047-MN-0,Chaquana,Tuazon ,Enríquez ,cetuazon@iskolarngbayan.pup.edu.ph,M,2003-02-06,(0945) 1425441,BPEA
2021-6783-MN-0,Hudson,Silvestre ,Toledo ,htsilvestre@iskolarngbayan.pup.edu.ph,F,2002-02-11,(0905) 2093143,BSESS
2021-3968-MN-0,Ibn,Blanco ,Alonzo ,iablanco@iskolarngbayan.pup.edu.ph,M,2002-08-21,(0964) 2089677,BSME
2021-0832-MN-0,Evita,Gatchalián ,Usman ,eugatchalián@iskolarngbayan.pup.edu.ph,M,2004-02-26,(0976) 6018178,DICT
2021-9323-MN-0,Krystalyn,de León ,Córdova ,kcde león@iskolarngbayan.pup.edu.ph,F,2002-10-31,(0915) 7579595,BSME
2021-3388-MN-0,Sera,Belén ,Fajardo ,sfbelén@iskolarngbayan.pup.edu.ph,F,2004-12-20,(0973) 1039668,BSMATH
2021-2074-MN-0,Charika,Mama ,Alcántara ,camama@iskolarngbayan.pup.edu.ph,M,2002-11-27,(0926) 8029441,PBDE
2021-4341-MN-0,Jersey,Ignacio ,Teves ,jtignacio@iskolarngbayan.pup.edu.ph,M,2002-12-29,(0915) 3047447,BSIT
2021-0660-MN-0,Kindle,Lara ,de Guzmán ,kdlara@iskolarngbayan.pup.edu.ph,M,2003-02-09,(0999) 1137267,MEM-IL
2021-3993-MN-0,Dannie,Miguel ,Osorio ,domiguel@iskolarngbayan.pup.edu.ph,F,2002-06-01,(0926) 1396361,BSTRM
2021-3851-MN-0,Endre,Mayo ,Pacheco ,epmayo@iskolarngbayan.pup.edu.ph,F,2002-11-05,(0974) 5675278,BSMATH
2021-7611-MN-0,Makenzie,Santa Ana ,Capistrano ,mcsanta ana@iskolarngbayan.pup.edu.ph,F,2004-06-09,(0977) 1548043,BSBAFM
2021-5884-MN-0,Deanndra,Dulay ,Lucero ,dldulay@iskolarngbayan.pup.edu.ph,F,2003-01-06,(0954) 2877152,BSCE
2021-2484-MN-0,Elesha,Prado ,Landicho ,elprado@iskolarngbayan.pup.edu.ph,M,2004-01-08,(0937) 5920839,BSEP
2021-0666-MN-0,Aramis,Gallego ,Marcelino ,amgallego@iskolarngbayan.pup.edu.ph,M,2003-12-30,(0977) 4452020,BSPSY
2021-7276-MN-0,Terrell,Matiás ,Lucas ,tlmatiás@iskolarngbayan.pup.edu.ph,F,2004-06-12,(0927) 1271048,DEM
2021-6685-MN-0,Stefano,Hilario ,Canoy ,schilario@iskolarngbayan.pup.edu.ph,F,2004-01-21,(0906) 5890608,BSRE
2021-0687-MN-0,Tanya,Estrella ,Collado ,tcestrella@iskolarngbayan.pup.edu.ph,F,2003-11-28,(0997) 8023507,BECEd
2021-9036-MN-0,Roya,Guinto ,Fernando ,rfguinto@iskolarngbayan.pup.edu.ph,M,2003-02-14,(0937) 5448616,MEM-EL
2021-4931-MN-0,Latara,Geronimo ,Buenaventura ,lbgeronimo@iskolarngbayan.pup.edu.ph,F,2004-07-06,(0997) 3989766,BAIS
2021-0310-MN-0,Teven,Mama ,Feliciano ,tfmama@iskolarngbayan.pup.edu.ph,M,2003-08-21,(0935) 2004118,BSESS
2021-8034-MN-0,Pricilla,Barrios ,Alejandro ,pabarrios@iskolarngbayan.pup.edu.ph,F,2002-07-14,(0978) 2215980,BSBAHRM
2021-6636-MN-0,Frieda,Villafuerte ,de Jesús ,fdvillafuerte@iskolarngbayan.pup.edu.ph,M,2004-09-08,(0954) 1954487,BSAPMATH
2021-3639-MN-0,Shaketta,Soriano ,del Mundo ,sdsoriano@iskolarngbayan.pup.edu.ph,F,2002-06-29,(0999) 5414138,BSRE
2021-3214-MN-0,Tramell,Asunción ,Pablo ,tpasunción@iskolarngbayan.pup.edu.ph,F,2003-05-23,(0905) 6303183,BLIS
2021-5732-MN-0,Jay,Acosta ,Pineda ,jpacosta@iskolarngbayan.pup.edu.ph,M,2002-01-09,(0953) 4472976,DCET
2021-2605-MN-0,Jacole,Bernabe ,Alfaro ,jabernabe@iskolarngbayan.pup.edu.ph,F,2003-01-31,(0953) 4254211,MAED-TCA
2021-1050-MN-0,Karinna,Mójica ,Mahilum ,kmmójica@iskolarngbayan.pup.edu.ph,F,2002-06-16,(0926) 2128045,BSCE
2021-4393-MN-0,Tinamarie,Villaflor ,Macaraeg ,tmvillaflor@iskolarngbayan.pup.edu.ph,M,2004-08-10,(0936) 6962148,BSEd-SCI
2021-8765-MN-0,Jonovan,Baguio ,Omar ,jobaguio@iskolarngbayan.pup.edu.ph,M,2003-11-17,(0945) 5511057,BLIS
2021-1754-MN-0,Terica,Pangilinan ,Burgos ,tbpangilinan@iskolarngbayan.pup.edu.ph,M,2003-01-17,(0998) 8059191,MPES
2021-8203-MN-0,Faith,Alfaro ,Jacob ,fjalfaro@iskolarngbayan.pup.edu.ph,F,2003-05-15,(0973) 7397260,BTLEd-IA
2021-9341-MN-0,Aman,Gregorio ,Alarcón ,aagregorio@iskolarngbayan.pup.edu.ph,F,2002-07-23,(0976) 3373040,BEEd
2021-8503-MN-0,Carina,Pérez ,Ábalos ,cápérez@iskolarngbayan.pup.edu.ph,M,2004-07-28,(0963) 5525063,MAEd-ME
2021-4311-MN-0,Taree,Medina ,Mangubat ,tmmedina@iskolarngbayan.pup.edu.ph,F,2003-01-14,(0998) 5075294,BPA
2021-8015-MN-0,Kermit,Umali ,Lim ,klumali@iskolarngbayan.pup.edu.ph,F,2002-09-20,(0965) 5433259,BSCS
2021-1908-MN-0,Carlyn,Baltazar ,dela Rosa ,cdbaltazar@iskolarngbayan.pup.edu.ph,F,2002-06-28,(0935) 3296985,BAJ
2021-7900-MN-0,Stphanie,Imperial ,Bautista ,sbimperial@iskolarngbayan.pup.edu.ph,M,2002-08-17,(0945) 3577142,MPES
2021-7956-MN-0,Jamon,Javier ,Yap ,jyjavier@iskolarngbayan.pup.edu.ph,M,2002-03-31,(0917) 7891695,MAELT
2021-7937-MN-0,Cachet,Tan ,Madrid ,cmtan@iskolarngbayan.pup.edu.ph,F,2004-04-11,(0953) 4918846,DPA
2021-2965-MN-0,Wilfrid,Lázaro ,Basa ,wblázaro@iskolarngbayan.pup.edu.ph,M,2003-10-12,(0979) 3694730,BEEd
2021-2837-MN-0,Jillmarie,Delima ,Austria ,jadelima@iskolarngbayan.pup.edu.ph,F,2003-01-03,(0998) 1909491,BSE
2021-4519-MN-0,Fedrick,Sandoval ,Roa ,frsandoval@iskolarngbayan.pup.edu.ph,M,2004-02-29,(0955) 2365582,BSSTAT
2021-3575-MN-0,Derrick,Miguel ,Dionisio ,ddmiguel@iskolarngbayan.pup.edu.ph,F,2002-09-13,(0977) 8856009,BSBIO
2021-0190-MN-0,Woodley,Matiás ,Manabat ,wmmatiás@iskolarngbayan.pup.edu.ph,F,2002-12-06,(0926) 9664741,MPA
2021-6117-MN-0,Teneil,Gallego ,de Chávez ,tdgallego@iskolarngbayan.pup.edu.ph,M,2002-08-31,(0965) 3452665,AB-PHILO
2021-0639-MN-0,Takeena,Pilapil ,Evangelista ,tepilapil@iskolarngbayan.pup.edu.ph,M,2002-09-26,(0905) 5582442,ABLCS
2021-1763-MN-0,Brigette,Ibrahim ,Arellano ,baibrahim@iskolarngbayan.pup.edu.ph,M,2003-03-08,(0998) 7668135,BSCS
2021-1376-MN-0,Saysha,Basilio ,Dy ,sdbasilio@iskolarngbayan.pup.edu.ph,M,2004-10-20,(0998) 2992080,BSIE
2021-5939-MN-0,Joleigh,Villamor ,Manalang ,jmvillamor@iskolarngbayan.pup.edu.ph,M,2002-01-29,(0973) 7483936,BSSTAT
2021-8649-MN-0,Rania,Panes ,dela Torre ,rdpanes@iskolarngbayan.pup.edu.ph,M,2004-05-04,(0955) 3198036,BSEd-FIL
2021-3181-MN-0,Anthea,Ybáñez ,Trinidad ,atybáñez@iskolarngbayan.pup.edu.ph,M,2002-11-28,(0936) 6145670,DMET
2021-9204-MN-0,Adonica,Lozano ,de Luna ,adlozano@iskolarngbayan.pup.edu.ph,F,2003-04-10,(0937) 1472964,BSRE
2021-1429-MN-0,Arieal,Ábalos ,Sarmiento ,asábalos@iskolarngbayan.pup.edu.ph,M,2003-07-18,(0977) 4533204,BSENTREP
2021-5945-MN-0,Jerianne,Meneses ,Canoy ,jcmeneses@iskolarngbayan.pup.edu.ph,M,2003-05-04,(0997) 9950159,BAPS
2021-1079-MN-0,Alexsandra,Mohammad ,Bernabe ,abmohammad@iskolarngbayan.pup.edu.ph,M,2003-06-14,(0963) 8867965,ABLCS
2021-3600-MN-0,Lakeidra,Lucas ,Vergara ,lvlucas@iskolarngbayan.pup.edu.ph,F,2003-04-05,(0973) 5277348,BSME
2021-8744-MN-0,Alis,de Torres ,Ábalos ,aáde torres@iskolarngbayan.pup.edu.ph,F,2002-09-10,(0915) 7148838,BSAPMATH
2021-9365-MN-0,Ashley,Ortega ,Cabáhug ,acortega@iskolarngbayan.pup.edu.ph,F,2004-11-28,(0999) 6025401,MAELT
2021-6055-MN-0,Shanikqua,Cortés ,Tamayo ,stcortés@iskolarngbayan.pup.edu.ph,M,2004-01-19,(0977) 3587484,BSBA-MM
2021-0524-MN-0,Kareena,Galicia ,San Jose ,ksgalicia@iskolarngbayan.pup.edu.ph,F,2002-11-25,(0974) 1710501,JD
2021-8424-MN-0,Shanterria,Bernabe ,Quiambao ,sqbernabe@iskolarngbayan.pup.edu.ph,M,2003-03-10,(0917) 5179025,DPA
2021-4784-MN-0,Anissa,Tenorio ,Ariola ,aatenorio@iskolarngbayan.pup.edu.ph,F,2004-03-01,(0963) 7057906,MBA
2021-8259-MN-0,Krystyl,Tan ,Co ,kctan@iskolarngbayan.pup.edu.ph,F,2002-12-01,(0926) 6184544,BAPS
2021-8021-MN-0,Kam,de Asis ,Montemayor ,kmde asis@iskolarngbayan.pup.edu.ph,M,2003-08-23,(0997) 8574820,BAPE
2021-7368-MN-0,Alesandro,Manzano ,Mahinay ,ammanzano@iskolarngbayan.pup.edu.ph,M,2003-03-01,(0955) 6993238,BSENTREP
2021-7890-MN-0,Buford,Alvarado ,Tenorio ,btalvarado@iskolarngbayan.pup.edu.ph,F,2004-11-14,(0954) 6763978,BSEd-MATH
2021-3527-MN-0,Lenay,Asis ,Peralta ,lpasis@iskolarngbayan.pup.edu.ph,F,2004-11-11,(0978) 4090025,MEM-EL
2021-8789-MN-0,Karalynn,Roldán ,Cortez ,kcroldán@iskolarngbayan.pup.edu.ph,F,2003-01-26,(0965) 9210480,PBDE
2021-3292-MN-0,Jermanie,Alarcón ,Espina ,jealarcón@iskolarngbayan.pup.edu.ph,F,2004-02-04,(0917) 9549887,BPA
2021-8748-MN-0,Katonya,Ballesteros ,San Pedro ,ksballesteros@iskolarngbayan.pup.edu.ph,M,2002-10-21,(0963) 2060896,BSSTAT
2021-5682-MN-0,Roseanna,Moreno ,Aguinaldo ,ramoreno@iskolarngbayan.pup.edu.ph,F,2002-12-06,(0935) 5383667,BSECE
2021-2194-MN-0,Hykeem,Calma ,Uy ,hucalma@iskolarngbayan.pup.edu.ph,M,2003-05-28,(0906) 7879282,BSTM
2021-1668-MN-0,Shalie,Arcilla ,Dizon ,sdarcilla@iskolarngbayan.pup.edu.ph,M,2002-08-27,(0953) 7129269,BSRE
2021-7439-MN-0,Lakiya,Nicolás ,Ledesma ,llnicolás@iskolarngbayan.pup.edu.ph,M,2002-09-13,(0997) 3570693,BSEd-SS
2021-3823-MN-0,Bryant,Ocampo ,Paredes ,bpocampo@iskolarngbayan.pup.edu.ph,F,2002-03-24,(0953) 6153374,BSFT
2021-4067-MN-0,Avram,Bartolomé ,Buenaventura ,abbartolomé@iskolarngbayan.pup.edu.ph,M,2004-11-10,(0974) 5980625,BSPSY
2021-3405-MN-0,Channon,Cuizon ,Pelayo ,cpcuizon@iskolarngbayan.pup.edu.ph,M,2003-12-30,(0973) 5675968,BSCS
2021-2399-MN-0,Tae,Malinao ,Feliciano ,tfmalinao@iskolarngbayan.pup.edu.ph,F,2003-02-04,(0905) 7919082,BAH
2021-0370-MN-0,Barett,Dizon ,Mina ,bmdizon@iskolarngbayan.pup.edu.ph,M,2003-07-21,(0965) 7268332,MEM-IL
2021-3141-MN-0,Christne,Salas ,Fajardo ,cfsalas@iskolarngbayan.pup.edu.ph,F,2002-08-07,(0906) 1410865,BAIS
2021-2856-MN-0,Candance,Domínguez ,Nepomuceno ,cndomínguez@iskolarngbayan.pup.edu.ph,F,2002-09-25,(0916) 7620322,BSPSY
2021-8091-MN-0,Danniel,Serrano ,Briones ,dbserrano@iskolarngbayan.pup.edu.ph,M,2004-11-02,(0964) 3976024,BA Broadcasting
2021-9879-MN-0,Jayne,Tobias ,Manabat ,jmtobias@iskolarngbayan.pup.edu.ph,M,2003-02-24,(0917) 6277896,BAH
2021-6535-MN-0,Eleesha,Roa ,Magbanua ,emroa@iskolarngbayan.pup.edu.ph,F,2004-09-23,(0999) 6921254,BSC
2021-1532-MN-0,Dandrea,Ybáñez ,Alba ,daybáñez@iskolarngbayan.pup.edu.ph,F,2004-09-06,(0973) 1272194,BSMATH
2021-4407-MN-0,Annabel,Salonga ,Viray ,avsalonga@iskolarngbayan.pup.edu.ph,F,2002-09-01,(0927) 6632387,BSCE
2021-4365-MN-0,Jenney,Mójica ,Rivera ,jrmójica@iskolarngbayan.pup.edu.ph,F,2004-01-31,(0906) 7944768,MPA
2021-7732-MN-0,Joshau,Bello ,Vásquez ,jvbello@iskolarngbayan.pup.edu.ph,F,2002-08-01,(0926) 2288876,JD
2021-9534-MN-0,Nabeel,Benito ,Roldán ,nrbenito@iskolarngbayan.pup.edu.ph,F,2002-08-25,(0937) 5037651,BSHM
2021-2430-MN-0,Kayvon,Juan ,Lozano ,kljuan@iskolarngbayan.pup.edu.ph,M,2004-02-14,(0979) 1403154,BAJ
2021-0306-MN-0,Darnisha,Ávila ,Cariaga ,dcávila@iskolarngbayan.pup.edu.ph,M,2003-04-09,(0964) 5779524,BSID
2021-1324-MN-0,Davena,Tuazon ,de los Reyes ,ddtuazon@iskolarngbayan.pup.edu.ph,F,2002-10-12,(0955) 1904728,BSC
2021-8640-MN-0,Melissia,Lim ,Cortez ,mclim@iskolarngbayan.pup.edu.ph,F,2004-02-12,(0916) 3632660,BSHM
2021-7639-MN-0,Katelan,Sotto ,Neri ,knsotto@iskolarngbayan.pup.edu.ph,F,2002-07-28,(0954) 6060321,BSND
2021-4074-MN-0,Rosio,de Chávez ,Mallari ,rmde chávez@iskolarngbayan.pup.edu.ph,M,2004-08-05,(0979) 7658612,BSAPMATH
2021-0511-MN-0,Mallarie,Manlangit ,Chávez ,mcmanlangit@iskolarngbayan.pup.edu.ph,M,2003-05-08,(0998) 9594412,BS-ARCH
2021-0608-MN-0,Gia,Canoy ,Ledesma ,glcanoy@iskolarngbayan.pup.edu.ph,F,2002-01-29,(0936) 5874112,ABF
2021-5418-MN-0,Luvenia,Cano ,Maranan ,lmcano@iskolarngbayan.pup.edu.ph,M,2003-02-09,(0917) 3063265,BSFT
2021-4706-MN-0,Nika,de Jesús ,Ávila ,náde jesús@iskolarngbayan.pup.edu.ph,M,2004-04-30,(0977) 8459408,BSE
2021-9053-MN-0,Chanell,Julián ,Ledesma ,cljulián@iskolarngbayan.pup.edu.ph,M,2004-12-15,(0975) 6700402,BAJ
2021-4477-MN-0,Laisha,Magsino ,Atienza ,lamagsino@iskolarngbayan.pup.edu.ph,M,2003-05-15,(0977) 1171870,BSEd-ENG
2021-2032-MN-0,Meshawn,Meneses ,Soria ,msmeneses@iskolarngbayan.pup.edu.ph,M,2004-07-06,(0906) 9859067,MPA
2021-9226-MN-0,Tomislav,Vergara ,Maranan ,tmvergara@iskolarngbayan.pup.edu.ph,M,2002-11-01,(0935) 7337052,BPE
2021-8243-MN-0,Brandin,Tuazon ,Junio ,bjtuazon@iskolarngbayan.pup.edu.ph,M,2004-10-13,(0997) 8900662,BECEd
2021-7864-MN-0,Arlina,Agustín ,Sy ,asagustín@iskolarngbayan.pup.edu.ph,M,2004-11-10,(0945) 8436299,BSMA
2021-2613-MN-0,Joi,Guerrero ,Regalado ,jrguerrero@iskolarngbayan.pup.edu.ph,M,2004-03-14,(0963) 9991245,BSBAFM
2021-7404-MN-0,Sharita,Estrella ,Buenaventura ,sbestrella@iskolarngbayan.pup.edu.ph,F,2002-03-19,(0978) 7580684,BSBAFM
2021-0743-MN-0,Carols,Mina ,Castañeda ,ccmina@iskolarngbayan.pup.edu.ph,M,2002-06-20,(0965) 6172397,BPA
2021-8759-MN-0,Trang,Alfonso ,de León ,tdalfonso@iskolarngbayan.pup.edu.ph,M,2002-11-10,(0937) 8379989,BSIE
2021-3777-MN-0,Salicia,Ang ,Ortega ,soang@iskolarngbayan.pup.edu.ph,M,2003-07-02,(0976) 2275964,DOMT
2021-3091-MN-0,Corey,Samson ,Manzano ,cmsamson@iskolarngbayan.pup.edu.ph,M,2003-10-15,(0936) 3319056,DECET
2021-9947-MN-0,Marketta,Ronquillo ,Cervantes ,mcronquillo@iskolarngbayan.pup.edu.ph,M,2003-06-20,(0906) 7735303,BAJ
2021-9385-MN-0,Shantae,Villanueva ,Pangan ,spvillanueva@iskolarngbayan.pup.edu.ph,F,2004-04-17,(0964) 5223375,BACR
2021-0340-MN-0,Marli,Alonzo ,Dizon ,mdalonzo@iskolarngbayan.pup.edu.ph,F,2003-04-28,(0997) 8297632,BTLEd-ICT
2021-8699-MN-0,Tabethia,Abella ,Villar ,tvabella@iskolarngbayan.pup.edu.ph,F,2003-11-18,(0998) 1243429,BTLEd-ICT
2021-4605-MN-0,Marry,Gonzales ,Guillermo ,mggonzales@iskolarngbayan.pup.edu.ph,M,2004-11-05,(0979) 3174971,BTLEd-HE
2021-1909-MN-0,Biran,Felipe ,Pascua ,bpfelipe@iskolarngbayan.pup.edu.ph,F,2003-01-31,(0978) 9217224,DPA
2021-9134-MN-0,Tracee,Tecson ,Madrid ,tmtecson@iskolarngbayan.pup.edu.ph,F,2003-10-13,(0974) 5546736,BTLEd-ICT
2021-0535-MN-0,Cherae,del Rosario ,Bello ,cbdel rosario@iskolarngbayan.pup.edu.ph,M,2002-12-21,(0905) 9997419,BSEE
2021-5583-MN-0,Lacretia,Hassan ,Plaza ,lphassan@iskolarngbayan.pup.edu.ph,F,2003-11-09,(0973) 4342767,MEM-IL
2021-5481-MN-0,Shareena,Toledo ,Mendoza ,smtoledo@iskolarngbayan.pup.edu.ph,F,2004-08-07,(0915) 5857146,DCET
2021-7582-MN-0,Kamryn,Cuevas ,Trinidad ,ktcuevas@iskolarngbayan.pup.edu.ph,F,2003-03-27,(0916) 3115161,DBA
2021-2268-MN-0,Shirita,Guevarra ,Bartolomé ,sbguevarra@iskolarngbayan.pup.edu.ph,M,2003-06-02,(0905) 9088397,DOMT
2021-9205-MN-0,Taneeka,Abdul ,Cariaga ,tcabdul@iskolarngbayan.pup.edu.ph,F,2004-05-10,(0979) 2671133,MPES
2021-1853-MN-0,Sharell,Osorio ,Pepito ,sposorio@iskolarngbayan.pup.edu.ph,M,2002-09-10,(0998) 8952786,BS-ARCH
2021-8778-MN-0,Deric,Tecson ,Córdova ,dctecson@iskolarngbayan.pup.edu.ph,M,2002-08-12,(0997) 4291088,BSOA
2021-7568-MN-0,Uniqua,de Jesús ,Acosta ,uade jesús@iskolarngbayan.pup.edu.ph,M,2003-05-03,(0974) 3619481,DPA
2021-6186-MN-0,Martia,Tejada ,Espíritu ,metejada@iskolarngbayan.pup.edu.ph,F,2003-03-14,(0926) 6767259,BPA
2021-2238-MN-0,Jessee,Solis ,Marcos ,jmsolis@iskolarngbayan.pup.edu.ph,M,2004-12-14,(0997) 7853560,BA Broadcasting
2021-2470-MN-0,Catrena,Mangubat ,Viernes ,cvmangubat@iskolarngbayan.pup.edu.ph,F,2003-08-31,(0975) 9152291,DMET
2021-9149-MN-0,Soleil,Alfonso ,Tan ,stalfonso@iskolarngbayan.pup.edu.ph,F,2002-04-15,(0937) 3131776,DECET
2021-9733-MN-0,Chelsy,de Villa ,Añonuevo ,cade villa@iskolarngbayan.pup.edu.ph,F,2003-04-25,(0976) 4897723,BSBA-MM
2021-1965-MN-0,Marcellous,Baylón ,Abad ,mabaylón@iskolarngbayan.pup.edu.ph,M,2003-01-16,(0998) 1993077,BSEE
2021-1536-MN-0,Fredericka,Liwanag ,Bóndoc ,fbliwanag@iskolarngbayan.pup.edu.ph,M,2004-06-15,(0926) 7102865,BTLEd-IA
2021-3679-MN-0,Dejuan,Baltazar ,Baltazar ,dbbaltazar@iskolarngbayan.pup.edu.ph,F,2003-05-05,(0979) 3716200,BSBIO
2021-7204-MN-0,Jeffry,Florendo ,Alegre ,jaflorendo@iskolarngbayan.pup.edu.ph,F,2004-06-23,(0965) 2366321,BSBAHRM
2021-5063-MN-0,Teddy,Zabala ,Bóndoc ,tbzabala@iskolarngbayan.pup.edu.ph,F,2004-09-15,(0977) 6226727,BPE
2021-6619-MN-0,Sai,Jacinto ,Zabala ,szjacinto@iskolarngbayan.pup.edu.ph,M,2003-10-30,(0906) 9885347,MBA
2021-8871-MN-0,Sandi,Bartolomé ,Bravo ,sbbartolomé@iskolarngbayan.pup.edu.ph,F,2002-08-30,(0997) 4540742,BSMATH
2021-7245-MN-0,Aura,Lucas ,Ortiz ,aolucas@iskolarngbayan.pup.edu.ph,F,2003-09-02,(0965) 6484513,DICT
2021-0247-MN-0,Gisell,Viloria ,Rodrigo ,grviloria@iskolarngbayan.pup.edu.ph,M,2004-12-12,(0965) 2771652,BSTRM
2021-0205-MN-0,Alexias,Núñez ,Delfín ,adnúñez@iskolarngbayan.pup.edu.ph,F,2004-09-27,(0953) 5805220,BSECE
2021-3731-MN-0,Shauri,Pascua ,Policarpio ,sppascua@iskolarngbayan.pup.edu.ph,M,2004-05-19,(0977) 7061915,PBDE
2021-6524-MN-0,Pricillia,Canlas ,Decena ,pdcanlas@iskolarngbayan.pup.edu.ph,F,2002-08-23,(0916) 4690662,DOMT
2021-3623-MN-0,Foua,Roa ,Salvador ,fsroa@iskolarngbayan.pup.edu.ph,M,2003-08-02,(0945) 6036834,BSID
2021-3154-MN-0,Jayce,Rodríguez ,Zapanta ,jzrodríguez@iskolarngbayan.pup.edu.ph,F,2003-08-16,(0936) 9998273,BSENTREP
2021-4269-MN-0,Lelsie,Bueno ,Roxas ,lrbueno@iskolarngbayan.pup.edu.ph,M,2002-11-29,(0955) 2665286,BSTRM
2021-7897-MN-0,Marius,Feliciano ,Sarmiento ,msfeliciano@iskolarngbayan.pup.edu.ph,F,2003-12-03,(0998) 5915548,BECEd
